order_id,customer_id,merchant_id,order_amount,checkout_started_at,credit_decision_started_at,approved_for_installments,customer_credit_score,customer_age,customer_billing_zip,customer_shipping_zip,paid_installment_1,paid_installment_2,paid_installment_3,paid_installment_4
D4663E,AD9669,C37828,39.93,2018-09-03 19:15:46.000,2018-09-03 19:15:47.093,TRUE,524,43,76522,76522,1,1,1,1
B42A7A,8412ED,26ECA2,62.28,2018-10-10 23:26:16.100,2018-10-10 23:26:16.507,TRUE,611,18,60646,60646,1,1,1,1
AFD1D1,B93172,3B88C5,83.44,2018-09-30 00:45:24.783,2018-09-30 00:45:25.347,TRUE,611,25,33774,33774,1,1,1,1
C1613B,378926,6F498E,152.35,2018-09-06 00:31:38.607,2018-09-06 00:31:39.620,TRUE,611,27,92507,23801,1,1,1,1
B3F5B3,471DA2,3B88C5,75.99,2018-09-26 06:32:48.857,2018-09-26 06:32:50.513,TRUE,625,20,96720,96720,1,1,1,1
218A73,0EFA09,42FC42,340.20,2018-09-25 17:52:23.690,2018-09-25 17:52:26.547,TRUE,537,27,33146,33132,1,1,1,1
57DF06,A49E97,E3FFE5,103.48,2018-10-04 16:04:25.007,2018-10-04 16:04:25.303,TRUE,653,44,79714,79714,1,1,1,1
0A96EC,8002FE,E3FFE5,86.98,2018-09-21 15:00:53.057,2018-09-21 15:01:07.337,TRUE,527,46,31216,31216,1,1,1,1
5A66AD,489CF0,0B3A54,165.88,2018-10-13 22:46:31.057,2018-10-13 22:46:31.510,TRUE,592,27,93308,93308,1,1,1,NULL
80AB1B,29FB2E,DE18FA,695.00,2018-09-25 16:58:50.923,2018-09-25 16:58:52.423,TRUE,800,26,01748,01748,1,1,1,1
AA6EB4,261043,8B9AB8,109.98,2018-10-13 23:26:08.437,2018-10-13 23:26:09.420,TRUE,551,43,87506,87506,1,1,1,NULL
F42C2A,2F18FC,C37828,69.95,2018-10-02 15:57:38.310,2018-10-02 15:57:38.607,TRUE,611,19,77521,77521,1,1,1,1
55B61C,DFAA63,05BCA0,175.00,2018-09-28 17:50:08.393,2018-09-28 17:50:08.753,TRUE,688,22,06511,06511,1,1,1,1
50D679,6D0D58,E3FFE5,59.98,2018-09-26 02:11:02.510,2018-09-26 02:11:04.087,TRUE,739,54,30813,30813,1,1,1,1
9947BE,133F68,6F498E,52.49,2018-10-04 00:45:00.160,2018-10-04 00:45:00.470,TRUE,637,25,30818,30818,1,1,1,1
5CB19E,A64FCD,781325,165.00,2018-09-14 01:28:05.480,2018-09-14 01:28:06.603,TRUE,611,44,23061,23061,1,1,1,1
49E5C3,53E5F0,BDE37F,75.73,2018-10-01 18:14:51.037,2018-10-01 18:14:51.367,TRUE,773,18,70130,70803,1,1,1,1
2A5791,455098,E3FFE5,107.97,2018-10-14 11:53:32.223,2018-10-14 11:53:32.617,TRUE,644,41,27587,27587,1,1,1,NULL
19F7B4,50C1C4,3B88C5,68.49,2018-10-11 16:11:19.830,2018-10-11 16:11:20.330,TRUE,606,35,91723,91723,1,1,1,1
791B45,E26D62,0AF5A1,62.95,2018-09-19 04:06:07.117,2018-09-19 04:06:08.760,TRUE,594,21,15228,16801,1,1,1,1
EBEFEE,071123,8B9AB8,165.56,2018-08-30 23:57:04.597,2018-08-30 23:57:05.723,TRUE,654,33,91423,91423,1,1,1,1
615E3D,DF20CF,8B9AB8,594.00,2018-09-12 23:25:10.643,2018-09-12 23:25:12.530,TRUE,487,26,15227,15227,1,1,1,1
19CEA6,2447D1,ED5D01,99.98,2018-10-12 00:00:09.790,2018-10-12 00:00:10.210,TRUE,655,51,89134,89134,1,1,1,1
F5C2C1,91814E,0ADC71,121.99,2018-10-07 18:58:12.023,2018-10-07 18:58:12.367,TRUE,613,26,55405,55405,1,1,1,1
A7823C,48AB24,C37828,64.41,2018-09-14 14:23:29.347,2018-09-14 14:23:30.800,TRUE,511,33,47906,47906,1,1,1,1
0C277F,1ECDEC,26ECA2,58.06,2018-09-06 22:02:04.783,2018-09-06 22:02:06.097,TRUE,500,30,78238,78238,1,1,1,1
250EE9,739B1E,6EA30D,83.95,2018-10-05 15:30:50.467,2018-10-05 15:30:50.810,TRUE,428,33,43207,43207,1,1,1,1
A57312,3FBC21,8D665E,175.00,2018-09-06 13:51:29.383,2018-09-06 13:51:30.603,TRUE,611,31,11221,11221,1,1,1,1
873DD2,CC6721,ABA7BF,81.20,2018-08-31 23:08:39.127,2018-08-31 23:08:41.330,TRUE,660,21,04473,04473,1,1,1,1
EB9629,2471B8,26ECA2,91.21,2018-09-21 16:17:29.140,2018-09-21 16:17:30.780,TRUE,611,19,90019,90019,1,1,1,1
049DED,F64B03,767C9E,59.54,2018-09-20 21:30:29.463,2018-09-20 21:30:31.150,TRUE,731,30,78258,78232,1,1,1,1
F589B1,75D981,E3FFE5,65.96,2018-09-19 23:11:39.107,2018-09-19 23:11:40.577,TRUE,568,38,95695,95695,1,1,1,1
2E4842,4D4D0A,6F498E,131.27,2018-10-14 20:38:05.863,2018-10-14 20:38:06.237,TRUE,611,32,90262,90262,1,1,1,NULL
D58F9D,2D0941,7FE732,195.00,2018-09-23 21:40:21.853,2018-09-23 21:40:23.353,TRUE,806,30,33837,33837,1,1,1,1
17B2DC,DFC898,E3FFE5,82.48,2018-09-16 01:07:41.277,2018-09-16 01:07:42.370,TRUE,711,38,98626,98626,1,1,1,1
DB9E36,E56C2C,3B88C5,40.00,2018-09-07 02:37:47.130,2018-09-07 02:37:48.240,TRUE,752,22,92392,92392,1,1,1,1
F8BC56,7451BD,26ECA2,35.84,2018-08-29 17:33:28.613,2018-08-29 17:33:29.973,TRUE,608,27,95204,95204,1,1,1,1
2D6BA9,6C16F5,6881F9,185.86,2018-09-14 15:30:54.853,2018-09-14 15:30:55.963,TRUE,655,35,63461,63461,1,1,1,1
2C666E,4360DE,6F498E,65.87,2018-10-10 02:38:38.657,2018-10-10 02:38:38.890,TRUE,565,29,29055,29055,1,1,1,1
2992E5,8EC591,E3FFE5,108.71,2018-09-30 01:51:15.470,2018-09-30 01:51:15.783,TRUE,718,39,77584,77584,1,1,1,1
1E98C1,2F79D7,9C0B17,38.00,2018-09-26 01:19:47.853,2018-09-26 01:19:49.353,TRUE,561,50,44130,44130,1,1,1,1
446B22,532040,59671F,66.30,2018-09-25 14:58:19.460,2018-09-25 14:58:21.320,TRUE,578,29,08731,08731,1,1,1,1
E5558E,0F40AF,0AF5A1,34.65,2018-09-15 00:00:39.583,2018-09-15 00:00:40.707,TRUE,611,19,90746,90047,1,1,1,1
ADA8DF,61A3B3,1B2DD1,638.00,2018-10-11 18:14:18.903,2018-10-11 18:14:19.357,TRUE,652,29,25427,25427,1,1,1,1
185003,7277C6,ED5D01,129.96,2018-10-05 01:54:44.173,2018-10-05 01:54:44.627,TRUE,611,25,15317,15317,1,1,1,1
EECAB6,91FEA2,C37828,67.91,2018-10-01 16:38:05.660,2018-10-01 16:38:06.083,TRUE,541,29,30253,30253,1,1,1,1
FC59AC,6D433D,ED5D01,191.22,2018-09-28 18:56:09.380,2018-09-28 18:56:09.757,TRUE,501,32,11225,11225,1,1,1,1
FCC5B7,41D01C,C37828,66.32,2018-09-24 22:43:39.427,2018-09-24 22:43:41.053,TRUE,489,25,10025,10025,1,1,1,1
897BAE,98AF6F,03271F,160.00,2018-09-08 09:00:07.950,2018-09-08 09:00:09.123,TRUE,576,53,75234,75234,1,1,1,1
DA2BDB,E47F1D,ED5D01,139.98,2018-09-29 19:50:50.833,2018-09-29 19:50:51.130,TRUE,611,48,35071,35204,1,1,1,0
CDB3D4,B5DFE4,E3FFE5,120.96,2018-09-21 14:01:19.197,2018-09-21 14:03:22.033,TRUE,776,42,33033-6022,33033-6022,1,1,1,1
AEB37F,856D33,C37828,69.95,2018-09-11 10:01:20.270,2018-09-11 10:01:21.597,TRUE,555,19,28390,28390,1,1,1,1
E250BC,A919D7,B4645E,58.00,2018-09-03 21:07:54.580,2018-09-03 21:07:55.843,TRUE,621,55,19406,19406,1,1,1,1
EEB8CF,80BF13,C37828,37.07,2018-08-30 20:56:12.153,2018-08-30 20:56:13.450,TRUE,637,24,90601,90601,1,1,1,1
55DF37,E7C0BB,1E187E,173.00,2018-09-13 19:32:28.550,2018-09-13 19:32:29.800,TRUE,622,47,48105,48105-1589,1,1,1,1
8E3204,F710E6,3B88C5,93.88,2018-10-12 17:15:41.007,2018-10-12 17:15:41.460,TRUE,524,25,78542,70607,1,1,1,1
AF48E5,366733,05BCA0,573.00,2018-09-29 23:12:25.227,2018-09-29 23:12:25.523,TRUE,583,28,55408,55408,1,1,1,1
F35AA4,2AEC5B,6A6BC6,232.00,2018-09-25 20:27:11.470,2018-09-25 20:27:13.313,TRUE,611,29,80910,80910,1,1,1,1
DB1B5E,E05D84,6F498E,65.89,2018-09-13 13:54:46.210,2018-09-13 13:54:47.553,TRUE,611,19,41030,41030,1,1,1,1
E19EFC,007167,C37828,101.25,2018-10-10 20:10:03.003,2018-10-10 20:10:03.393,TRUE,478,28,08109,08052,1,1,1,1
1B25CC,126529,3B88C5,80.99,2018-09-14 17:36:59.707,2018-09-14 17:37:00.863,TRUE,518,22,76119,76119,1,1,1,1
3DE585,99360D,26ECA2,58.36,2018-09-07 01:56:41.570,2018-09-07 01:56:42.757,TRUE,611,23,92376,92376,1,1,1,1
A53491,051F18,6881F9,414.86,2018-09-24 19:34:46.153,2018-09-24 19:34:47.670,TRUE,426,35,43110,43110,1,1,1,1
46B1B8,5C0F07,8D665E,768.00,2018-09-06 20:28:40.003,2018-09-06 20:28:41.240,TRUE,612,32,11221,11221,1,1,1,1
CECE39,2D9BA9,8D665E,24.50,2018-10-14 06:38:29.973,2018-10-14 06:38:30.367,TRUE,566,35,98683,98683,1,1,1,1
84D5E7,2DE52E,54D456,805.80,2018-10-13 20:09:09.497,2018-10-13 20:09:09.810,TRUE,654,43,66221,66221,1,1,1,NULL
948552,8D84B1,C37828,75.02,2018-09-26 20:32:43.887,2018-09-26 20:32:45.450,TRUE,576,28,94601,94601,1,1,1,1
A1ED74,6CFD7A,E3FFE5,30.00,2018-09-09 14:46:47.560,2018-09-09 14:46:48.717,TRUE,546,44,75160,75160,1,1,1,1
859E3E,B24C5D,2BB3C5,64.00,2018-10-13 14:07:41.783,2018-10-13 14:07:42.593,TRUE,526,58,33073,33073,1,1,1,NULL
CA9407,51637D,E3FFE5,90.97,2018-09-05 14:11:07.580,2018-09-05 14:11:08.813,TRUE,719,25,15203,15203,1,1,1,1
0EDE8C,6363F0,3B88C5,39.99,2018-09-01 17:59:26.447,2018-09-01 17:59:27.587,TRUE,611,26,78254,78254,1,1,1,1
16AC6E,313B8C,7FE732,445.50,2018-10-14 22:37:09.387,2018-10-14 22:37:09.963,TRUE,753,61,91320,91320,1,1,1,NULL
3BECD0,32F608,24FBAF,57.33,2018-10-12 22:01:07.510,2018-10-12 22:01:10.673,TRUE,457,44,72956,72956,1,0,0,NULL
CF8217,43A151,24FBAF,46.00,2018-10-04 17:48:19.910,2018-10-04 17:48:20.287,TRUE,610,35,95242,95242,1,1,1,1
E9F4B8,04B71A,9C0B17,50.00,2018-09-29 00:34:12.740,2018-09-29 00:34:13.147,TRUE,590,44,93257,93257,1,1,1,1
4285B9,97810A,4F01D6,43.00,2018-09-27 02:53:12.233,2018-09-27 02:53:12.763,TRUE,525,43,11423,11423,1,1,1,1
1FFA83,3098FC,C37828,75.98,2018-09-28 02:09:06.177,2018-09-28 02:09:06.803,TRUE,611,24,11722,11722,1,1,1,1
A7560D,94BCF9,8D665E,92.40,2018-09-19 01:19:07.837,2018-09-19 01:19:09.320,TRUE,663,39,44133,44133,1,1,1,1
400114,3FE411,E3FFE5,55.97,2018-09-14 23:47:03.717,2018-09-14 23:47:04.763,TRUE,719,26,67218,67218,1,1,1,1
DAB504,3CF0A8,8D665E,45.50,2018-10-14 17:24:55.310,2018-10-14 17:24:55.870,TRUE,611,33,48030,48030,1,1,1,NULL
6C8B74,C41338,AA6C1B,225.00,2018-10-13 02:03:34.070,2018-10-13 02:03:34.620,TRUE,587,44,43081,43081,1,1,1,NULL
A0FE5B,935864,3CF686,50.68,2018-10-06 12:09:00.207,2018-10-06 12:09:00.600,TRUE,595,36,30180,30180,1,1,1,1
FED251,57F353,3B88C5,31.59,2018-09-28 02:32:59.410,2018-09-28 02:32:59.737,TRUE,611,27,90744,90744,1,1,1,1
C526D2,C25C42,7FE732,148.50,2018-09-23 00:26:57.797,2018-09-23 00:26:59.453,TRUE,611,36,92648,92648,1,1,1,1
F85670,E1EAE5,E3FFE5,50.98,2018-09-09 00:44:14.517,2018-09-09 00:44:16.250,TRUE,502,30,40962,40962,1,1,1,1
86D083,5388FF,0ADC71,97.00,2018-10-07 12:45:53.907,2018-10-07 12:45:54.250,TRUE,676,32,76051,76051,1,1,1,1
1CD95A,42F5E7,E3FFE5,119.96,2018-09-02 14:01:34.520,2018-09-02 14:01:35.643,TRUE,670,47,55702,55702,1,1,1,1
FF84DE,B7D142,ED5D01,134.98,2018-08-30 14:31:21.390,2018-08-30 14:31:22.623,TRUE,563,60,60201,60201,1,1,1,1
478898,6847E4,0ADC71,57.99,2018-09-28 03:20:15.770,2018-09-28 03:20:16.067,TRUE,696,29,30019,30019,1,1,1,1
41AAA9,0C70C7,86F35F,164.81,2018-09-05 13:07:10.587,2018-09-05 13:07:11.743,TRUE,611,25,49508,49508,1,1,1,1
FD72CB,1C9FEC,8B9AB8,347.57,2018-08-29 03:55:54.267,2018-08-29 03:55:55.843,TRUE,522,30,95148,95148,1,1,1,1
5D60CD,B2DB78,C37828,49.91,2018-09-12 02:34:11.273,2018-09-12 02:34:12.320,TRUE,616,36,80705,80705,1,1,1,1
852894,20D946,864C1F,207.50,2018-09-28 12:50:20.730,2018-09-28 12:50:21.170,TRUE,614,29,97217,97217,1,1,1,1
676706,F75922,86F35F,94.19,2018-09-10 17:30:16.573,2018-09-10 17:30:18.057,TRUE,524,33,33127,33127,1,0,0,0
B3849C,CF3E64,8B9AB8,85.39,2018-08-28 21:25:46.817,2018-08-28 21:25:48.300,TRUE,788,33,92606,11201,1,1,1,1
B85E51,237592,C37828,72.48,2018-10-07 06:53:52.723,2018-10-07 06:53:53.177,TRUE,530,35,93036,93036,1,1,1,1
90BAF8,F02AB4,767C9E,600.00,2018-10-03 02:52:50.837,2018-10-03 02:52:51.120,TRUE,579,64,21044,21044,1,1,1,1
B4A291,89E4BE,C37828,68.60,2018-09-25 15:06:03.020,2018-09-25 15:06:06.367,TRUE,541,30,11228,11228,1,1,1,1
0EA69C,4C6A6B,DE18FA,785.39,2018-09-20 20:05:11.963,2018-09-20 20:05:13.510,TRUE,611,25,90024-5782,90024-5782,1,1,1,1
BA4119,F34FF8,E3FFE5,103.47,2018-09-14 03:52:40.663,2018-09-14 03:52:41.927,TRUE,616,35,85032,85032,1,1,1,1
04BF8E,6ED05F,03271F,427.20,2018-10-08 18:46:20.877,2018-10-08 18:46:21.390,TRUE,748,49,85207,85207,1,1,1,1
A4DE55,AE5BFF,FC0AD9,193.39,2018-10-03 19:16:03.183,2018-10-03 19:16:03.780,TRUE,563,29,48134,48134,1,1,1,1
6BA62B,B93569,3B88C5,96.29,2018-10-12 18:31:39.823,2018-10-12 18:31:40.340,TRUE,611,18,32927,32927,1,1,1,NULL
774D2B,20DC93,8D665E,598.03,2018-10-07 23:55:39.533,2018-10-07 23:55:39.953,TRUE,611,34,94087,94087,1,1,1,1
98C6B2,01C940,8B9AB8,288.00,2018-09-23 15:48:33.017,2018-09-23 15:48:35.030,TRUE,687,38,11221,10002,1,1,1,1
103AA4,8F916A,26ECA2,83.30,2018-10-05 03:52:48.657,2018-10-05 03:52:49.000,TRUE,611,19,78043,78043,1,1,1,1
987DC3,5816D6,05BCA0,75.00,2018-10-05 00:16:17.373,2018-10-05 00:16:17.700,TRUE,832,74,94118,94118,1,1,1,1
9E7B90,FB2914,C37828,80.06,2018-09-07 23:15:46.673,2018-09-07 23:15:47.783,TRUE,580,27,75006,75006,1,1,1,1
C45BDD,7C963B,8B9AB8,109.98,2018-09-05 14:01:30.017,2018-09-05 14:01:31.893,TRUE,608,29,19130,19130,1,1,1,1
0D6E70,416AD5,3CF686,44.96,2018-09-05 02:26:29.107,2018-09-05 02:26:30.263,TRUE,573,66,45224,45224,1,1,1,1
189714,45F3AF,6F498E,70.47,2018-09-02 02:20:28.363,2018-09-02 02:20:29.583,TRUE,611,22,90710,90710,1,1,1,1
08BD86,5470C9,24FBAF,36.00,2018-10-10 19:31:24.040,2018-10-10 19:31:24.433,TRUE,520,49,23237,23237,1,0,1,0
87F97A,530B61,3B88C5,50.00,2018-09-06 19:13:30.113,2018-09-06 19:13:31.303,TRUE,545,33,92596,92596,1,1,1,1
E87BF5,EC67D8,6F498E,100.02,2018-09-05 22:11:11.727,2018-09-05 22:11:13.350,TRUE,617,48,48192,48192,1,1,1,1
849A64,C12AF6,E3FFE5,139.47,2018-10-12 18:04:42.217,2018-10-12 18:04:42.547,TRUE,643,44,30145,30145,1,1,1,NULL
BD7995,94316A,C37828,71.96,2018-10-09 21:39:48.250,2018-10-09 21:39:48.547,TRUE,584,34,78613,78613,1,1,1,1
AA5F51,8AD4C6,B4645E,141.50,2018-10-05 17:41:13.707,2018-10-05 17:41:14.470,TRUE,721,58,33991,33991,1,1,1,1
AD1755,54C2E1,E3FFE5,40.79,2018-09-22 03:04:36.983,2018-09-22 03:04:38.453,TRUE,630,29,02038,02038,1,1,1,1
AFCFB4,D84CE8,26ECA2,43.96,2018-09-17 04:03:27.320,2018-09-17 04:03:28.883,TRUE,611,19,90031,90031,1,1,1,1
E21919,25CC6A,E3FFE5,107.46,2018-10-13 19:12:32.863,2018-10-13 19:12:33.377,TRUE,666,43,95370,95370,1,1,1,NULL
B0E745,32D479,24FBAF,64.00,2018-10-09 14:13:58.420,2018-10-09 14:13:58.700,TRUE,742,24,79521,79410,1,1,1,1
271F4F,27C16A,55E809,327.25,2018-09-06 00:20:30.530,2018-09-06 00:20:31.750,TRUE,611,20,37203,37203,1,1,1,1
1B5743,A725AE,268696,60.50,2018-10-04 20:21:12.737,2018-10-04 20:21:13.033,TRUE,712,19,07106,07106,1,1,1,1
1F4530,04619C,48D2B9,661.53,2018-09-07 19:07:39.567,2018-09-07 19:07:40.893,TRUE,673,29,90620,90019,1,1,1,1
DA722E,E33091,05BCA0,135.00,2018-10-02 04:17:03.073,2018-10-02 04:17:03.510,TRUE,648,49,91362,91362,1,1,1,1
30A446,729FD2,781325,274.00,2018-09-17 19:57:31.453,2018-09-17 19:57:33.547,TRUE,745,23,93110,93110,1,1,1,1
12C5B7,14D431,8D665E,191.25,2018-10-06 22:17:51.947,2018-10-06 22:17:52.353,TRUE,554,32,11223,11223,1,1,1,1
B46683,9156E1,DE18FA,995.00,2018-09-04 22:26:41.630,2018-09-04 22:26:42.757,TRUE,812,33,07016,07016,1,1,1,1
256476,768820,7FE732,570.28,2018-09-26 14:17:33.903,2018-09-26 14:17:36.283,TRUE,664,49,11701,11701,1,1,1,1
F282EB,0F2F82,2BB3C5,196.00,2018-09-21 23:00:14.190,2018-09-21 23:00:15.690,TRUE,601,35,22314,22314,1,1,1,1
680BDD,FB07E8,1E187E,163.00,2018-09-19 22:38:06.943,2018-09-19 22:38:08.523,TRUE,691,33,10044,10044,1,1,1,1
552025,3A9A7D,ED5D01,79.98,2018-09-06 15:29:46.057,2018-09-06 15:29:47.293,TRUE,1,32,11233,11233,1,1,1,1
37F2F0,CBC6C0,05BCA0,275.00,2018-10-04 16:22:38.303,2018-10-04 16:22:38.740,TRUE,693,30,11217,11217,1,1,1,1
922294,8B721C,6DA378,427.05,2018-09-29 02:39:36.457,2018-09-29 02:39:36.847,TRUE,629,30,91302,91302,1,1,1,1
DBEB7C,0B3CA0,3B88C5,73.49,2018-09-13 03:04:48.647,2018-09-13 03:04:49.660,TRUE,611,22,80011,80011,1,1,1,1
AF4F6E,50EB76,6EA30D,98.95,2018-10-13 05:44:32.133,2018-10-13 05:44:32.430,TRUE,523,27,10550,10550,1,1,1,1
AF62BC,85EC4E,6EA30D,108.95,2018-10-05 02:35:35.030,2018-10-05 02:35:35.623,TRUE,640,20,44511,44511,1,1,1,1
924606,C91CF8,C37828,101.60,2018-09-15 01:30:42.237,2018-09-15 01:30:43.440,TRUE,487,35,93630,93630,1,0,0,0
AA2E61,7E5604,8B9AB8,293.00,2018-09-03 03:12:55.623,2018-09-03 03:12:56.903,TRUE,695,26,30308,30308,1,1,1,1
633C91,801C6A,0ADC71,75.65,2018-09-17 15:20:41.610,2018-09-17 15:20:42.640,TRUE,633,46,08857,08857,1,1,1,1
990C9E,3E8B2F,AA6C1B,225.00,2018-10-02 01:27:56.753,2018-10-02 01:27:57.207,TRUE,592,50,27520,27520,1,1,1,1
CE279D,A669A2,B8CF53,89.00,2018-10-05 06:01:01.397,2018-10-05 06:01:01.710,TRUE,697,48,11385,11385,1,1,1,1
8C9E3F,C3FDA8,E3FFE5,95.97,2018-09-21 16:42:18.720,2018-09-21 16:42:20.250,TRUE,667,38,33625,33625,1,1,1,1
5227E0,C54A62,ED5D01,84.99,2018-09-13 18:46:08.993,2018-09-13 18:46:10.367,TRUE,565,41,21108,21239,1,1,1,1
4263ED,752018,C37828,69.95,2018-10-01 01:35:03.257,2018-10-01 01:35:03.537,TRUE,430,31,60302,60302,1,1,1,1
ECEA50,4024C1,6881F9,260.00,2018-09-11 23:39:33.887,2018-09-11 23:39:35.107,TRUE,648,39,97219,97219,1,1,1,1
138641,4E8DED,8D665E,73.79,2018-08-31 22:07:35.340,2018-08-31 22:07:36.853,TRUE,611,19,94564,94564,1,1,1,1
26067D,F6FB74,26ECA2,61.46,2018-08-29 22:11:49.927,2018-08-29 22:11:51.083,TRUE,611,19,33027,32826,1,1,1,1
3DD669,382C8F,C37828,87.26,2018-08-31 06:01:43.070,2018-08-31 06:01:44.430,TRUE,676,22,98337,98337,1,1,1,1
573175,C47854,BDE37F,382.50,2018-10-14 23:27:00.823,2018-10-14 23:27:01.230,TRUE,720,29,80211,80211,1,1,1,NULL
F87808,32EA57,26ECA2,42.18,2018-10-04 18:46:06.500,2018-10-04 18:46:06.813,TRUE,684,23,14424,14424,1,1,1,1
2642CA,073574,6F498E,36.00,2018-09-21 20:22:42.443,2018-09-21 20:22:44.163,TRUE,548,20,08015,08015,1,1,1,1
A26086,F00202,8D665E,101.20,2018-09-03 03:52:09.053,2018-09-03 03:52:10.113,TRUE,555,40,21001,21001,1,1,1,1
E06AE9,420D81,9C0B17,124.00,2018-09-01 17:38:03.203,2018-09-01 17:38:04.283,TRUE,381,36,93906,93906,1,1,1,1
4B0522,EE2427,26ECA2,99.20,2018-08-30 20:51:01.913,2018-08-30 20:51:03.910,TRUE,519,27,72202,72202,1,1,1,1
296C24,01058A,0ADC71,107.00,2018-10-09 22:00:31.793,2018-10-09 22:00:32.183,TRUE,614,23,10520,10520,1,1,1,1
17B422,B305EF,8B9AB8,117.95,2018-10-04 17:53:28.513,2018-10-04 17:53:28.887,TRUE,738,31,92648,92648,1,1,1,1
E99F11,1CB073,3B88C5,41.99,2018-09-26 00:50:32.923,2018-09-26 00:50:35.627,TRUE,510,21,10301,10301,1,1,1,1
E2C8EB,1C7495,E3FFE5,46.49,2018-09-21 16:16:11.750,2018-09-21 16:16:13.343,TRUE,598,37,17331,17331,1,1,1,1
48BBFD,58EA8B,ED5D01,124.98,2018-10-04 04:30:30.683,2018-10-04 04:30:31.013,TRUE,584,41,20011,20011,1,1,1,1
13907F,B08FA7,9C0B17,59.40,2018-10-04 04:07:27.000,2018-10-04 04:07:27.343,TRUE,541,38,95355,95355,1,1,1,1
D2A2AF,E6BCA5,ED5D01,89.98,2018-10-06 16:42:48.230,2018-10-06 16:42:49.403,TRUE,628,50,30012,30012,1,1,1,0
A577DE,4C1F55,55E809,318.75,2018-10-05 20:40:54.687,2018-10-05 20:40:55.047,TRUE,662,35,07065,07065,1,1,1,1
C995D3,3D69DD,05BCA0,45.00,2018-09-20 14:23:32.060,2018-09-20 14:23:34.230,TRUE,729,56,28412,28412,1,1,1,1
FC5BCA,2AD504,26ECA2,33.44,2018-09-17 21:14:41.243,2018-09-17 21:14:42.820,TRUE,517,27,90042,90042,1,1,1,1
6E207F,522415,6F498E,49.85,2018-09-15 16:50:54.913,2018-09-15 16:50:56.570,TRUE,648,19,60441,60441,1,1,1,1
9E9C38,3CEF45,ED5D01,121.49,2018-09-15 03:40:10.317,2018-09-15 03:40:11.413,TRUE,531,32,92804-2045,92804-2045,1,1,1,1
393362,BD7365,0FFBC9,167.00,2018-10-13 15:21:02.723,2018-10-13 15:21:03.677,TRUE,603,44,21629,21629,1,1,1,NULL
C2F946,0AC54B,8D665E,122.50,2018-09-16 16:21:11.917,2018-09-16 16:21:13.090,TRUE,697,29,44138,44138,1,1,1,1
A3CE66,D6AEB1,C37828,74.90,2018-09-12 19:16:00.583,2018-09-12 19:16:01.893,TRUE,611,33,75019,75019,1,1,1,1
20D370,7EB372,05BCA0,292.50,2018-09-19 23:30:48.993,2018-09-19 23:30:50.590,TRUE,644,26,84062,84062,1,1,1,1
8E3BB2,A5D4AD,26ECA2,93.50,2018-10-11 20:55:08.557,2018-10-11 20:55:09.057,TRUE,680,21,43551,43551,1,1,1,1
2231B4,96D777,48D2B9,440.95,2018-09-16 15:48:38.760,2018-09-16 15:48:40.320,TRUE,720,36,11215,11215,1,1,1,1
AD3133,4A8B4C,BDE37F,228.50,2018-09-06 01:00:11.507,2018-09-06 01:00:12.710,TRUE,732,33,02467,02467,1,1,1,1
2535AC,99EFB0,4DAF22,445.50,2018-10-07 16:21:07.793,2018-10-07 16:21:08.227,TRUE,607,42,33139,33139,1,1,1,1
6C300A,272BD2,E3FFE5,104.97,2018-10-05 14:14:51.770,2018-10-05 14:14:52.223,TRUE,581,45,78728,78728,1,1,1,1
F4E362,946198,B4645E,102.00,2018-09-26 07:00:28.007,2018-09-26 07:00:29.523,TRUE,573,34,84056,84056,1,1,1,1
49199B,CAAD9D,3CF686,49.96,2018-09-15 13:45:19.160,2018-09-15 13:45:20.317,TRUE,625,63,46755,46755,1,1,1,1
1AF1D6,7FC921,65719E,43.25,2018-10-08 05:11:56.143,2018-10-08 05:11:56.563,TRUE,543,26,85306,85306,1,1,1,1
A6F5D3,D9F3B5,8B9AB8,329.00,2018-10-01 16:20:40.197,2018-10-01 16:20:40.917,TRUE,715,30,30904,30904,1,1,1,1
E5F0C9,4CAF40,8D665E,148.75,2018-09-10 23:15:13.703,2018-09-10 23:15:14.780,TRUE,653,24,80134,80134,1,1,1,1
B97076,CADCAE,8F7312,139.37,2018-09-20 17:20:20.217,2018-09-20 17:20:21.747,TRUE,611,34,91006,91006,1,1,1,1
F101D2,2CD5BF,E3FFE5,28.49,2018-09-03 12:54:02.123,2018-09-03 12:54:03.327,TRUE,539,53,12776,12776,1,1,1,1
0792F3,62347A,C37828,85.75,2018-09-30 14:54:15.700,2018-09-30 14:54:16.090,TRUE,667,20,90016,90016,1,1,1,1
A4F5D0,194D1C,7B640F,248.00,2018-09-18 14:53:23.010,2018-09-18 14:53:24.590,TRUE,729,39,98126,98126,1,1,1,1
8E4150,D897E7,55E809,194.34,2018-09-26 01:51:11.833,2018-09-26 01:51:13.727,TRUE,750,22,33133,10012,1,1,1,1
7C85B7,D69AB8,26ECA2,329.26,2018-09-23 22:43:25.560,2018-09-23 22:43:27.043,TRUE,644,23,92705,92705,1,1,1,1
C903B4,097486,6B6FAC,64.24,2018-10-07 18:52:49.003,2018-10-07 18:52:49.343,TRUE,696,25,10028-3061,10028-3061,1,1,1,1
284172,CD6D11,26ECA2,30.86,2018-10-05 15:56:22.390,2018-10-05 15:56:22.703,TRUE,652,25,78589,78589,1,1,1,1
