,order_id,customer_id,merchant_id,order_amount,checkout_started_at,credit_decision_started_at,approved_for_installments,customer_credit_score,customer_age,customer_billing_zip,customer_shipping_zip,paid_installment_1,paid_installment_2,paid_installment_3,paid_installment_4,orders,order_amount_cum_sum,orders_cum_sum,order_amount_cum_avg,paid_installment_1_cum_avg,paid_installment_2_cum_avg,paid_installment_3_cum_avg,paid_installment_4_cum_avg,order_amount_cum_sum,orders_cum_sum,order_amount_cum_avg,paid_installment_1_cum_avg,paid_installment_2_cum_avg,paid_installment_3_cum_avg,paid_installment_4_cum_avg,merchant_order_amount_cum_sum,merchant_orders_cum_sum,merchant_order_amount_cum_avg,merchant_paid_installment_1_ratio,merchant_paid_installment_2_ratio,merchant_paid_installment_3_ratio,merchant_paid_installment_4_ratio,order_amount_to_merchant_avg_ratio
2144,DD2836,5D85B9,32BC4E,105.0,2018-08-29 17:34:55.953,2018-08-29 17:34:57.280,True,606,46,85395,85395,1.0,1,1.0,1.0,1,105.0,1,105.0,1.0,1,1.0,1.0,105.0,1,105.0,1.0,1,1.0,1.0,105.0,1,105.0,1.0,1,1.0,1.0,1.0
2145,E187D6,B2CB9B,32BC4E,413.82,2018-08-29 18:10:56.100,2018-08-29 18:10:57.553,True,581,55,30344,30344,1.0,1,1.0,1.0,1,413.82,1,413.82,1.0,1,1.0,1.0,413.82,1,413.82,1.0,1,1.0,1.0,413.82,1,413.82,1.0,1,1.0,1.0,1.0
2146,472038,5E275D,32BC4E,110.0,2018-08-31 04:09:35.577,2018-08-31 04:09:36.733,True,816,74,05091,05091,1.0,1,1.0,1.0,1,110.0,1,110.0,1.0,1,1.0,1.0,110.0,1,110.0,1.0,1,1.0,1.0,110.0,1,110.0,1.0,1,1.0,1.0,1.0
2147,724406,816F09,32BC4E,152.43,2018-08-31 22:54:13.847,2018-08-31 22:54:15.330,True,600,53,10023,10023,1.0,1,1.0,1.0,1,152.43,1,152.43,1.0,1,1.0,1.0,152.43,1,152.43,1.0,1,1.0,1.0,152.43,1,152.43,1.0,1,1.0,1.0,1.0
2148,990BCD,09D065,32BC4E,206.5,2018-09-01 21:38:30.517,2018-09-01 21:38:31.673,True,611,53,02332,02332,1.0,1,0.0,0.0,1,206.5,1,206.5,1.0,1,0.0,0.0,206.5,1,206.5,1.0,1,0.0,0.0,206.5,1,206.5,1.0,1,0.0,0.0,1.0
2149,227A1F,D0A971,32BC4E,125.0,2018-09-02 03:05:19.523,2018-09-02 03:05:20.730,True,618,67,60649,60649,1.0,1,1.0,1.0,1,125.0,1,125.0,1.0,1,1.0,1.0,125.0,1,125.0,1.0,1,1.0,1.0,125.0,1,125.0,1.0,1,1.0,1.0,1.0
2150,A70B79,76B05E,32BC4E,330.98,2018-09-02 05:48:00.600,2018-09-02 05:48:02.137,True,780,71,10065,10065,1.0,1,1.0,1.0,1,330.98,1,330.98,1.0,1,1.0,1.0,330.98,1,330.98,1.0,1,1.0,1.0,330.98,1,330.98,1.0,1,1.0,1.0,1.0
2151,13A443,3340D4,32BC4E,81.19,2018-09-02 14:49:22.420,2018-09-02 14:49:23.937,True,635,66,75235,75235,1.0,1,1.0,1.0,1,81.19,1,81.19,1.0,1,1.0,1.0,81.19,1,81.19,1.0,1,1.0,1.0,81.19,1,81.19,1.0,1,1.0,1.0,1.0
2152,6D8B1B,62DD50,32BC4E,217.3,2018-09-02 18:07:54.727,2018-09-02 18:07:56.040,True,737,66,30080,30080,1.0,1,1.0,1.0,1,217.3,1,217.3,1.0,1,1.0,1.0,217.3,1,217.3,1.0,1,1.0,1.0,217.3,1,217.3,1.0,1,1.0,1.0,1.0
2153,BD5DC2,E72230,32BC4E,100.0,2018-09-03 03:29:26.357,2018-09-03 03:29:27.543,True,595,62,32207,32207,1.0,1,1.0,1.0,1,100.0,1,100.0,1.0,1,1.0,1.0,100.0,1,100.0,1.0,1,1.0,1.0,100.0,1,100.0,1.0,1,1.0,1.0,1.0
2154,C207B8,3C3DA4,32BC4E,182.6,2018-09-03 05:27:48.253,2018-09-03 05:27:49.597,True,546,32,97007,97007,1.0,1,1.0,1.0,1,182.6,1,182.6,1.0,1,1.0,1.0,182.6,1,182.6,1.0,1,1.0,1.0,182.6,1,182.6,1.0,1,1.0,1.0,1.0
2155,FA66E0,27E10D,32BC4E,245.0,2018-09-03 05:54:04.013,2018-09-03 05:54:05.060,True,622,47,80223,80202,1.0,1,1.0,1.0,1,245.0,1,245.0,1.0,1,1.0,1.0,245.0,1,245.0,1.0,1,1.0,1.0,245.0,1,245.0,1.0,1,1.0,1.0,1.0
2156,72DA4D,3340D4,32BC4E,140.73,2018-09-03 21:46:31.473,2018-09-03 21:46:33.053,True,635,66,75235,75235,1.0,1,1.0,1.0,1,140.73,1,140.73,1.0,1,1.0,1.0,140.73,1,140.73,1.0,1,1.0,1.0,140.73,1,140.73,1.0,1,1.0,1.0,1.0
2157,2F3036,C4D0A2,32BC4E,68.98,2018-09-04 15:11:43.377,2018-09-04 15:11:44.563,True,615,43,03087,03087,1.0,1,1.0,1.0,1,68.98,1,68.98,1.0,1,1.0,1.0,68.98,1,68.98,1.0,1,1.0,1.0,68.98,1,68.98,1.0,1,1.0,1.0,1.0
2158,AFB32F,CF747C,32BC4E,271.55,2018-09-04 15:22:34.657,2018-09-04 15:22:35.847,True,759,25,95695,95695,1.0,1,1.0,1.0,1,271.55,1,271.55,1.0,1,1.0,1.0,271.55,1,271.55,1.0,1,1.0,1.0,271.55,1,271.55,1.0,1,1.0,1.0,1.0
2159,43A06C,F110F0,32BC4E,558.31,2018-09-04 20:44:53.663,2018-09-04 20:44:54.850,True,667,48,11385,11385,1.0,1,1.0,1.0,1,558.31,1,558.31,1.0,1,1.0,1.0,558.31,1,558.31,1.0,1,1.0,1.0,558.31,1,558.31,1.0,1,1.0,1.0,1.0
2160,E39C4B,8B1E24,32BC4E,1343.64,2018-09-06 19:58:43.577,2018-09-06 19:58:44.717,True,724,39,94901,94109,1.0,1,1.0,1.0,1,1343.64,1,1343.64,1.0,1,1.0,1.0,1343.64,1,1343.64,1.0,1,1.0,1.0,1343.64,1,1343.64,1.0,1,1.0,1.0,1.0
2161,AF5442,9E93AA,32BC4E,58.98,2018-09-07 16:02:57.987,2018-09-07 16:02:59.207,True,558,57,02660,02536,1.0,1,1.0,1.0,1,58.98,1,58.98,1.0,1,1.0,1.0,58.98,1,58.98,1.0,1,1.0,1.0,58.98,1,58.98,1.0,1,1.0,1.0,1.0
2162,C6AC65,AE97F9,32BC4E,68.98,2018-09-07 17:55:20.203,2018-09-07 17:55:21.750,True,604,58,48357,48357,1.0,1,1.0,1.0,1,68.98,1,68.98,1.0,1,1.0,1.0,68.98,1,68.98,1.0,1,1.0,1.0,68.98,1,68.98,1.0,1,1.0,1.0,1.0
2163,08AD2B,5D1B6D,32BC4E,195.0,2018-09-07 23:03:08.610,2018-09-07 23:03:09.907,True,686,54,60101,60101,1.0,1,1.0,1.0,1,195.0,1,195.0,1.0,1,1.0,1.0,195.0,1,195.0,1.0,1,1.0,1.0,195.0,1,195.0,1.0,1,1.0,1.0,1.0
2164,D42C7F,A5A55E,32BC4E,1314.0,2018-09-08 04:27:04.843,2018-09-08 04:27:06.000,True,611,53,90064,90064,1.0,1,1.0,1.0,1,1314.0,1,1314.0,1.0,1,1.0,1.0,1314.0,1,1314.0,1.0,1,1.0,1.0,1314.0,1,1314.0,1.0,1,1.0,1.0,1.0
2165,B2A540,42B626,32BC4E,383.26,2018-09-08 07:38:35.663,2018-09-08 07:38:36.833,True,643,46,90046,90046,1.0,1,1.0,1.0,1,383.26,1,383.26,1.0,1,1.0,1.0,383.26,1,383.26,1.0,1,1.0,1.0,383.26,1,383.26,1.0,1,1.0,1.0,1.0
2166,9F75CC,D0A971,32BC4E,215.0,2018-09-08 13:31:10.203,2018-09-08 13:31:11.513,True,618,67,60649,60649,1.0,1,1.0,1.0,1,215.0,1,215.0,1.0,1,1.0,1.0,215.0,1,215.0,1.0,1,1.0,1.0,215.0,1,215.0,1.0,1,1.0,1.0,1.0
2167,4E5202,930E2F,32BC4E,112.0,2018-09-08 21:37:32.703,2018-09-08 21:37:33.813,True,707,43,18201,18201,1.0,1,1.0,1.0,1,112.0,1,112.0,1.0,1,1.0,1.0,112.0,1,112.0,1.0,1,1.0,1.0,112.0,1,112.0,1.0,1,1.0,1.0,1.0
2168,4F7776,57B0D2,32BC4E,105.0,2018-09-09 15:25:27.473,2018-09-09 15:25:28.520,True,755,35,61103,61103,1.0,1,1.0,1.0,1,105.0,1,105.0,1.0,1,1.0,1.0,105.0,1,105.0,1.0,1,1.0,1.0,105.0,1,105.0,1.0,1,1.0,1.0,1.0
2169,5BE309,115AE1,32BC4E,52.84,2018-09-09 22:55:19.633,2018-09-09 22:55:20.570,True,657,49,75032,75032,1.0,1,1.0,1.0,1,52.84,1,52.84,1.0,1,1.0,1.0,52.84,1,52.84,1.0,1,1.0,1.0,52.84,1,52.84,1.0,1,1.0,1.0,1.0
2170,C311A2,D0A971,32BC4E,195.0,2018-09-10 02:21:31.100,2018-09-10 02:21:32.287,True,618,67,60649,60649,1.0,1,1.0,1.0,1,195.0,1,195.0,1.0,1,1.0,1.0,195.0,1,195.0,1.0,1,1.0,1.0,195.0,1,195.0,1.0,1,1.0,1.0,1.0
2171,DA6642,44F77F,32BC4E,215.0,2018-09-10 14:47:57.963,2018-09-10 14:47:59.023,True,597,27,02151,02151,1.0,1,1.0,1.0,1,215.0,1,215.0,1.0,1,1.0,1.0,215.0,1,215.0,1.0,1,1.0,1.0,215.0,1,215.0,1.0,1,1.0,1.0,1.0
2172,2C5D17,2B36F2,32BC4E,103.43,2018-09-10 15:18:10.943,2018-09-10 15:18:13.350,True,629,29,10003,10017,1.0,1,1.0,1.0,1,103.43,1,103.43,1.0,1,1.0,1.0,103.43,1,103.43,1.0,1,1.0,1.0,103.43,1,103.43,1.0,1,1.0,1.0,1.0
2173,6CC976,F6CAA5,32BC4E,102.92,2018-09-10 15:34:51.323,2018-09-10 15:34:52.307,True,541,54,80237,80237,1.0,1,1.0,1.0,1,102.92,1,102.92,1.0,1,1.0,1.0,102.92,1,102.92,1.0,1,1.0,1.0,102.92,1,102.92,1.0,1,1.0,1.0,1.0
2174,561C84,5905EE,32BC4E,190.0,2018-09-10 20:37:22.577,2018-09-10 20:37:23.717,True,744,50,01060,01060,1.0,1,1.0,1.0,1,190.0,1,190.0,1.0,1,1.0,1.0,190.0,1,190.0,1.0,1,1.0,1.0,190.0,1,190.0,1.0,1,1.0,1.0,1.0
2175,85DB00,3BF83A,32BC4E,145.0,2018-09-10 22:47:27.313,2018-09-10 22:47:28.470,True,578,62,50312,50312,1.0,1,1.0,1.0,1,145.0,1,145.0,1.0,1,1.0,1.0,145.0,1,145.0,1.0,1,1.0,1.0,145.0,1,145.0,1.0,1,1.0,1.0,1.0
2176,C8825D,276532,32BC4E,175.0,2018-09-11 20:01:38.243,2018-09-11 20:01:39.260,True,611,52,53105,53105,1.0,1,1.0,1.0,1,175.0,1,175.0,1.0,1,1.0,1.0,175.0,1,175.0,1.0,1,1.0,1.0,175.0,1,175.0,1.0,1,1.0,1.0,1.0
2177,84F336,619CEA,32BC4E,175.0,2018-09-11 22:13:32.297,2018-09-11 22:13:33.453,True,655,67,02536,02536,1.0,1,1.0,1.0,1,175.0,1,175.0,1.0,1,1.0,1.0,175.0,1,175.0,1.0,1,1.0,1.0,175.0,1,175.0,1.0,1,1.0,1.0,1.0
2178,4BDB17,B9BFFB,32BC4E,225.0,2018-09-14 16:25:06.323,2018-09-14 16:25:07.510,True,785,61,47250,47250,1.0,1,1.0,1.0,1,225.0,1,225.0,1.0,1,1.0,1.0,225.0,1,225.0,1.0,1,1.0,1.0,225.0,1,225.0,1.0,1,1.0,1.0,1.0
2179,4AA575,E31D53,32BC4E,105.0,2018-09-14 18:59:03.203,2018-09-14 18:59:04.310,True,664,24,35480,35405,1.0,1,1.0,1.0,1,105.0,1,105.0,1.0,1,1.0,1.0,105.0,1,105.0,1.0,1,1.0,1.0,105.0,1,105.0,1.0,1,1.0,1.0,1.0
2180,0F9F25,D0A971,32BC4E,370.0,2018-09-14 19:27:29.277,2018-09-14 19:27:30.497,True,618,67,60649,60649,1.0,1,1.0,1.0,1,370.0,1,370.0,1.0,1,1.0,1.0,370.0,1,370.0,1.0,1,1.0,1.0,370.0,1,370.0,1.0,1,1.0,1.0,1.0
2181,96261C,CAB5CA,32BC4E,195.0,2018-09-15 17:36:45.793,2018-09-15 17:36:46.840,True,734,42,06482,06482,1.0,1,1.0,1.0,1,195.0,1,195.0,1.0,1,1.0,1.0,195.0,1,195.0,1.0,1,1.0,1.0,195.0,1,195.0,1.0,1,1.0,1.0,1.0
2182,542E16,D568AB,32BC4E,169.73,2018-09-15 22:32:17.793,2018-09-15 22:32:18.777,True,566,42,90066,90066,1.0,1,1.0,1.0,1,169.73,1,169.73,1.0,1,1.0,1.0,169.73,1,169.73,1.0,1,1.0,1.0,169.73,1,169.73,1.0,1,1.0,1.0,1.0
2183,6831CA,B7B00D,32BC4E,75.0,2018-09-16 08:25:07.903,2018-09-16 08:25:09.153,True,625,21,64056,65807,1.0,1,1.0,1.0,1,75.0,1,75.0,1.0,1,1.0,1.0,75.0,1,75.0,1.0,1,1.0,1.0,75.0,1,75.0,1.0,1,1.0,1.0,1.0
2184,769AE9,823FEE,32BC4E,88.65,2018-09-16 09:34:03.433,2018-09-16 09:34:04.433,True,785,33,90403,90403,1.0,1,1.0,1.0,1,88.65,1,88.65,1.0,1,1.0,1.0,88.65,1,88.65,1.0,1,1.0,1.0,88.65,1,88.65,1.0,1,1.0,1.0,1.0
2185,42CD17,D0A971,32BC4E,275.0,2018-09-16 13:25:19.900,2018-09-16 13:25:21.133,True,618,67,60649,60649,1.0,1,1.0,1.0,1,275.0,1,275.0,1.0,1,1.0,1.0,275.0,1,275.0,1.0,1,1.0,1.0,275.0,1,275.0,1.0,1,1.0,1.0,1.0
2186,BC003B,CC3906,32BC4E,211.09,2018-09-16 16:21:46.023,2018-09-16 16:21:47.070,True,836,51,76801,76801,1.0,1,1.0,1.0,1,211.09,1,211.09,1.0,1,1.0,1.0,211.09,1,211.09,1.0,1,1.0,1.0,211.09,1,211.09,1.0,1,1.0,1.0,1.0
2187,142CB7,C57566,32BC4E,125.0,2018-09-16 16:50:04.947,2018-09-16 16:50:06.057,True,721,48,34119,34119,1.0,1,1.0,1.0,1,125.0,1,125.0,1.0,1,1.0,1.0,125.0,1,125.0,1.0,1,1.0,1.0,125.0,1,125.0,1.0,1,1.0,1.0,1.0
2188,E828ED,4D6863,32BC4E,100.0,2018-09-17 22:16:52.707,2018-09-17 22:16:54.130,True,662,40,60641,60641,1.0,1,1.0,1.0,1,100.0,1,100.0,1.0,1,1.0,1.0,100.0,1,100.0,1.0,1,1.0,1.0,100.0,1,100.0,1.0,1,1.0,1.0,1.0
2189,EE0825,CCAEC5,32BC4E,165.0,2018-09-18 01:33:21.343,2018-09-18 01:33:22.860,True,611,27,35213,35213,1.0,1,1.0,1.0,1,165.0,1,165.0,1.0,1,1.0,1.0,165.0,1,165.0,1.0,1,1.0,1.0,165.0,1,165.0,1.0,1,1.0,1.0,1.0
2190,13B633,32A614,32BC4E,300.3,2018-09-18 02:48:23.547,2018-09-18 02:48:25.093,True,793,59,92130,92130,1.0,1,1.0,1.0,1,300.3,1,300.3,1.0,1,1.0,1.0,300.3,1,300.3,1.0,1,1.0,1.0,300.3,1,300.3,1.0,1,1.0,1.0,1.0
2191,FF7043,D0A971,32BC4E,195.0,2018-09-19 00:25:28.460,2018-09-19 00:25:30.587,True,618,67,60649,60649,1.0,1,1.0,1.0,1,195.0,1,195.0,1.0,1,1.0,1.0,195.0,1,195.0,1.0,1,1.0,1.0,195.0,1,195.0,1.0,1,1.0,1.0,1.0
2192,22B388,70D098,32BC4E,67.5,2018-09-19 04:16:28.210,2018-09-19 04:16:29.787,True,823,77,01720,01720,1.0,1,1.0,1.0,1,67.5,1,67.5,1.0,1,1.0,1.0,67.5,1,67.5,1.0,1,1.0,1.0,67.5,1,67.5,1.0,1,1.0,1.0,1.0
2193,70634F,9D4996,32BC4E,79.1,2018-09-19 05:36:08.577,2018-09-19 05:36:09.997,True,534,49,29466,29466,1.0,1,1.0,1.0,1,79.1,1,79.1,1.0,1,1.0,1.0,79.1,1,79.1,1.0,1,1.0,1.0,79.1,1,79.1,1.0,1,1.0,1.0,1.0
2194,9DB6F3,F08222,32BC4E,280.16,2018-09-19 15:29:26.620,2018-09-19 15:29:28.370,True,645,48,33763,33763,1.0,1,1.0,1.0,1,280.16,1,280.16,1.0,1,1.0,1.0,280.16,1,280.16,1.0,1,1.0,1.0,280.16,1,280.16,1.0,1,1.0,1.0,1.0
2195,91D6BB,5D51F5,32BC4E,262.15,2018-09-19 23:39:23.400,2018-09-19 23:39:24.947,True,646,44,12866,12866,1.0,1,1.0,1.0,1,262.15,1,262.15,1.0,1,1.0,1.0,262.15,1,262.15,1.0,1,1.0,1.0,262.15,1,262.15,1.0,1,1.0,1.0,1.0
2196,B8879D,6A6161,32BC4E,190.0,2018-09-20 06:40:04.310,2018-09-20 06:40:05.810,True,568,42,89113,89113,1.0,1,1.0,1.0,1,190.0,1,190.0,1.0,1,1.0,1.0,190.0,1,190.0,1.0,1,1.0,1.0,190.0,1,190.0,1.0,1,1.0,1.0,1.0
2197,0D6491,94E4D7,32BC4E,1026.0,2018-09-20 18:24:55.663,2018-09-20 18:25:21.363,True,548,47,12196,12196,1.0,1,1.0,1.0,1,1026.0,1,1026.0,1.0,1,1.0,1.0,1026.0,1,1026.0,1.0,1,1.0,1.0,1026.0,1,1026.0,1.0,1,1.0,1.0,1.0
2198,192346,5A525B,32BC4E,981.86,2018-09-21 18:24:58.487,2018-09-21 18:25:00.050,True,566,52,33154,33154,1.0,1,1.0,1.0,1,981.86,1,981.86,1.0,1,1.0,1.0,981.86,1,981.86,1.0,1,1.0,1.0,981.86,1,981.86,1.0,1,1.0,1.0,1.0
2199,D292C8,044C95,32BC4E,58.94,2018-09-22 14:15:43.013,2018-09-22 14:15:44.607,True,655,48,60120,60120,1.0,1,1.0,1.0,1,58.94,1,58.94,1.0,1,1.0,1.0,58.94,1,58.94,1.0,1,1.0,1.0,58.94,1,58.94,1.0,1,1.0,1.0,1.0
2200,7356A3,FF3604,32BC4E,195.0,2018-09-22 21:15:07.450,2018-09-22 21:15:09.060,True,721,45,46219,46219,1.0,1,1.0,1.0,1,195.0,1,195.0,1.0,1,1.0,1.0,195.0,1,195.0,1.0,1,1.0,1.0,195.0,1,195.0,1.0,1,1.0,1.0,1.0
2201,1355DE,2D264F,32BC4E,625.72,2018-09-23 12:12:48.043,2018-09-23 12:12:49.467,True,706,48,91766,91766,1.0,1,1.0,1.0,1,625.72,1,625.72,1.0,1,1.0,1.0,625.72,1,625.72,1.0,1,1.0,1.0,625.72,1,625.72,1.0,1,1.0,1.0,1.0
2202,C2568C,C94DCF,32BC4E,59.48,2018-09-23 14:59:55.380,2018-09-23 14:59:58.393,True,746,47,80516,80516,1.0,1,1.0,1.0,1,59.48,1,59.48,1.0,1,1.0,1.0,59.48,1,59.48,1.0,1,1.0,1.0,59.48,1,59.48,1.0,1,1.0,1.0,1.0
2203,62810E,5B2D52,32BC4E,121.8,2018-09-23 20:21:43.400,2018-09-23 20:21:44.807,True,611,31,59716,59716,1.0,1,1.0,1.0,1,121.8,1,121.8,1.0,1,1.0,1.0,121.8,1,121.8,1.0,1,1.0,1.0,121.8,1,121.8,1.0,1,1.0,1.0,1.0
2204,EAB8AA,CAB5CA,32BC4E,220.0,2018-09-23 23:55:29.647,2018-09-23 23:55:31.473,True,734,42,06482,06482,1.0,1,1.0,1.0,1,220.0,1,220.0,1.0,1,1.0,1.0,220.0,1,220.0,1.0,1,1.0,1.0,220.0,1,220.0,1.0,1,1.0,1.0,1.0
2205,6FBDB2,C54E25,32BC4E,81.7,2018-09-24 15:31:02.503,2018-09-24 15:31:05.817,True,486,27,92627,92627,1.0,0,0.0,0.0,1,81.7,1,81.7,1.0,0,0.0,0.0,81.7,1,81.7,1.0,0,0.0,0.0,81.7,1,81.7,1.0,0,0.0,0.0,1.0
2206,826B97,6B6ED1,32BC4E,205.0,2018-09-24 16:58:56.783,2018-09-24 16:58:58.377,True,822,45,50311,50311,1.0,1,1.0,1.0,1,205.0,1,205.0,1.0,1,1.0,1.0,205.0,1,205.0,1.0,1,1.0,1.0,205.0,1,205.0,1.0,1,1.0,1.0,1.0
2207,C71A48,59C927,32BC4E,84.1,2018-09-24 18:56:10.403,2018-09-24 18:56:12.200,True,590,29,40222,40222,1.0,1,1.0,1.0,1,84.1,1,84.1,1.0,1,1.0,1.0,84.1,1,84.1,1.0,1,1.0,1.0,84.1,1,84.1,1.0,1,1.0,1.0,1.0
2208,700A1A,F5B633,32BC4E,145.0,2018-09-25 19:40:28.047,2018-09-25 19:40:29.577,True,831,60,20852,20852,1.0,1,1.0,1.0,1,145.0,1,145.0,1.0,1,1.0,1.0,145.0,1,145.0,1.0,1,1.0,1.0,145.0,1,145.0,1.0,1,1.0,1.0,1.0
2209,736D2A,E41A6B,32BC4E,80.0,2018-09-26 02:55:52.447,2018-09-26 02:55:53.963,True,619,48,30082,30082,1.0,1,1.0,1.0,1,80.0,1,80.0,1.0,1,1.0,1.0,80.0,1,80.0,1.0,1,1.0,1.0,80.0,1,80.0,1.0,1,1.0,1.0,1.0
2210,7908AB,D88BEF,32BC4E,585.0,2018-09-26 20:03:08.653,2018-09-26 20:03:10.217,True,678,30,29036,29036,1.0,1,1.0,1.0,1,585.0,1,585.0,1.0,1,1.0,1.0,585.0,1,585.0,1.0,1,1.0,1.0,585.0,1,585.0,1.0,1,1.0,1.0,1.0
2211,40BA27,3B7F6F,32BC4E,350.0,2018-09-27 01:05:21.943,2018-09-27 01:05:23.693,True,550,49,01945,01945,1.0,1,1.0,1.0,1,350.0,1,350.0,1.0,1,1.0,1.0,350.0,1,350.0,1.0,1,1.0,1.0,350.0,1,350.0,1.0,1,1.0,1.0,1.0
2212,267AC3,2D82C1,32BC4E,105.0,2018-09-27 18:18:26.427,2018-09-27 18:18:26.787,True,524,54,85283,85283,1.0,1,1.0,1.0,1,105.0,1,105.0,1.0,1,1.0,1.0,105.0,1,105.0,1.0,1,1.0,1.0,105.0,1,105.0,1.0,1,1.0,1.0,1.0
2213,434641,6D6380,32BC4E,125.0,2018-09-28 17:37:31.277,2018-09-28 17:37:31.587,True,747,24,07626,07626,1.0,1,1.0,1.0,1,125.0,1,125.0,1.0,1,1.0,1.0,125.0,1,125.0,1.0,1,1.0,1.0,125.0,1,125.0,1.0,1,1.0,1.0,1.0
2214,D25793,D0A971,32BC4E,230.0,2018-09-29 16:34:47.770,2018-09-29 16:34:48.177,True,618,67,60649,60649,1.0,1,1.0,1.0,1,230.0,1,230.0,1.0,1,1.0,1.0,230.0,1,230.0,1.0,1,1.0,1.0,230.0,1,230.0,1.0,1,1.0,1.0,1.0
2215,BE796D,BDDBDC,32BC4E,102.84,2018-10-01 02:12:58.467,2018-10-01 02:12:58.747,True,537,32,78584,78539,1.0,1,1.0,1.0,1,102.84,1,102.84,1.0,1,1.0,1.0,102.84,1,102.84,1.0,1,1.0,1.0,102.84,1,102.84,1.0,1,1.0,1.0,1.0
2216,204252,9622C3,32BC4E,185.5,2018-10-01 23:13:04.013,2018-10-01 23:13:04.437,True,580,50,30115,30115,1.0,1,1.0,1.0,1,185.5,1,185.5,1.0,1,1.0,1.0,185.5,1,185.5,1.0,1,1.0,1.0,185.5,1,185.5,1.0,1,1.0,1.0,1.0
2217,391E09,4B36EC,32BC4E,160.88,2018-10-01 23:16:35.887,2018-10-01 23:16:36.217,True,775,65,95630,95630,1.0,1,1.0,1.0,1,160.88,1,160.88,1.0,1,1.0,1.0,160.88,1,160.88,1.0,1,1.0,1.0,160.88,1,160.88,1.0,1,1.0,1.0,1.0
2218,F59229,DD2788,32BC4E,305.0,2018-10-02 00:08:31.770,2018-10-02 00:08:32.130,True,583,37,44691,44691,1.0,1,1.0,1.0,1,305.0,1,305.0,1.0,1,1.0,1.0,305.0,1,305.0,1.0,1,1.0,1.0,305.0,1,305.0,1.0,1,1.0,1.0,1.0
2219,C54BC6,E5B1BA,32BC4E,205.68,2018-10-02 13:53:18.270,2018-10-02 13:53:18.567,True,624,43,78537,78542,1.0,1,1.0,1.0,1,205.68,1,205.68,1.0,1,1.0,1.0,205.68,1,205.68,1.0,1,1.0,1.0,205.68,1,205.68,1.0,1,1.0,1.0,1.0
2220,3411A3,075630,32BC4E,61.26,2018-10-03 04:55:21.963,2018-10-03 04:55:22.353,True,545,44,91801,91801,1.0,1,1.0,1.0,1,61.26,1,61.26,1.0,1,1.0,1.0,61.26,1,61.26,1.0,1,1.0,1.0,61.26,1,61.26,1.0,1,1.0,1.0,1.0
2221,8E0AB2,C825DC,32BC4E,54.6,2018-10-04 00:27:45.510,2018-10-04 00:27:45.820,True,668,58,19115,19115,1.0,1,1.0,1.0,1,54.6,1,54.6,1.0,1,1.0,1.0,54.6,1,54.6,1.0,1,1.0,1.0,54.6,1,54.6,1.0,1,1.0,1.0,1.0
2222,1352BB,829B5F,32BC4E,145.0,2018-10-04 00:32:08.347,2018-10-04 00:32:08.643,True,732,28,48085,48220,1.0,1,1.0,1.0,1,145.0,1,145.0,1.0,1,1.0,1.0,145.0,1,145.0,1.0,1,1.0,1.0,145.0,1,145.0,1.0,1,1.0,1.0,1.0
2223,C5C716,9A987D,32BC4E,145.0,2018-10-04 02:31:36.797,2018-10-04 02:31:37.110,True,604,30,05403-6712,05403-6712,1.0,1,1.0,1.0,1,145.0,1,145.0,1.0,1,1.0,1.0,145.0,1,145.0,1.0,1,1.0,1.0,145.0,1,145.0,1.0,1,1.0,1.0,1.0
2224,66B4F3,B57DC0,32BC4E,735.0,2018-10-04 03:14:28.267,2018-10-04 03:14:28.580,True,592,46,48230,48230,1.0,1,1.0,1.0,1,735.0,1,735.0,1.0,1,1.0,1.0,735.0,1,735.0,1.0,1,1.0,1.0,735.0,1,735.0,1.0,1,1.0,1.0,1.0
2225,0D60EF,F497B0,32BC4E,195.0,2018-10-04 20:09:51.503,2018-10-04 20:09:52.033,True,725,59,08502,08502,1.0,1,1.0,1.0,1,195.0,1,195.0,1.0,1,1.0,1.0,195.0,1,195.0,1.0,1,1.0,1.0,195.0,1,195.0,1.0,1,1.0,1.0,1.0
2226,3EB7C8,84A6F4,32BC4E,95.0,2018-10-05 01:32:36.543,2018-10-05 01:32:36.853,True,703,73,86326,86326,1.0,1,1.0,1.0,1,95.0,1,95.0,1.0,1,1.0,1.0,95.0,1,95.0,1.0,1,1.0,1.0,95.0,1,95.0,1.0,1,1.0,1.0,1.0
2227,874991,94E4D7,32BC4E,669.6,2018-10-05 14:50:40.857,2018-10-05 14:50:42.280,True,548,47,12196,12196,1.0,0,1.0,1.0,1,669.6,1,669.6,1.0,0,1.0,1.0,669.6,1,669.6,1.0,0,1.0,1.0,669.6,1,669.6,1.0,0,1.0,1.0,1.0
2228,71D371,D407B0,32BC4E,136.87,2018-10-05 22:24:16.693,2018-10-05 22:24:17.193,True,545,56,91307,91307,1.0,1,1.0,1.0,1,136.87,1,136.87,1.0,1,1.0,1.0,136.87,1,136.87,1.0,1,1.0,1.0,136.87,1,136.87,1.0,1,1.0,1.0,1.0
2229,0734C9,58DE02,32BC4E,681.98,2018-10-06 02:16:43.933,2018-10-06 02:16:44.307,True,694,57,78584,78584,1.0,1,1.0,1.0,1,681.98,1,681.98,1.0,1,1.0,1.0,681.98,1,681.98,1.0,1,1.0,1.0,681.98,1,681.98,1.0,1,1.0,1.0,1.0
